Borough,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Bronx,Asian,2015,4 year August,999,923,92.39239502,894,89.48948669,96.85807037,575,57.55755615,62.29685974,319,31.93193245,34.56121445,29,2.902902842,3.141928434,48,4.804804802,25,2.502502441,1,0.1001001,2,0.2002002001
Bronx,Asian,2014,4 year August,968,866,89.4628067,839,86.67355347,96.88221741,562,58.05784988,64.89607239,277,28.61570168,31.98614311,27,2.789256096,3.117782831,71,7.334710598,29,2.995867729,1,0.1033057868,1,0.1033057868
Bronx,Asian,2013,4 year August,883,801,90.71347809,784,88.78822327,97.87765503,533,60.36240005,66.54182434,251,28.4258213,31.33583069,17,1.925254822,2.122347116,56,6.342015743,23,2.604756594,2,0.2265005708,1,0.1132502928
Bronx,Asian,2012,4 year August,981,876,89.29663849,855,87.15596008,97.60273743,543,55.35168076,61.98630142,312,31.80428123,35.61643982,21,2.140672684,2.397260189,70,7.135575771,31,3.160040855,2,0.2038736045,2,0.2038736045
Bronx,Asian,2011,4 year August,957,841,87.87878418,827,86.41588593,98.33531189,606,63.32288361,72.0570755,221,23.0929985,26.2782402,14,1.46290493,1.664684892,81,8.463950157,30,3.134796143,4,0.4179728329,1,0.1044932082
Bronx,Asian,2010,4 year August,920,792,86.08695984,783,85.10869598,98.86363983,556,60.43478394,70.20201874,227,24.67391396,28.66161537,9,0.9782608747,1.136363626,80,8.695652008,38,4.13043499,7,0.7608695626,3,0.3260869682
Bronx,Asian,2009,4 year August,952,809,84.97898865,792,83.19327545,97.89864349,561,58.92856979,69.34487152,231,24.26470566,28.55377007,17,1.785714269,2.101359606,83,8.71848774,47,4.936975002,9,0.9453781247,4,0.420168072
Bronx,Asian,2008,4 year August,889,755,84.92688751,748,84.13948059,99.07284546,558,62.76715469,73.9072876,190,21.3723278,25.16556358,7,0.787401557,0.9271523356,90,10.12373447,30,3.374578238,11,1.237345338,3,0.3374578059
Bronx,Asian,2007,4 year August,884,773,87.44343567,733,82.91854858,94.82535553,528,59.728508,68.30530548,205,23.1900444,26.52005196,40,4.524887085,5.17464447,67,7.579185486,34,3.846153736,5,0.5656108856,5,0.5656108856
Bronx,Asian,2006,4 year August,830,732,88.19277191,678,81.68674469,92.62294769,496,59.75903702,67.75955963,182,21.92771149,24.86338806,54,6.506023884,7.377048969,55,6.626505852,32,3.855421782,5,0.6024096608,6,0.7228915691
Bronx,Asian,2005,4 year August,753,667,88.57901764,602,79.94687653,90.25487518,460,61.08897781,68.96551514,142,18.85790253,21.28935623,65,8.632138252,9.745127678,46,6.108897686,28,3.718459606,4,0.5312085152,8,1.06241703
Bronx,Asian,2015,4 year June,999,910,91.09108734,888,88.8888855,97.58242035,574,57.4574585,63.07692337,314,31.43143082,34.50549316,22,2.20220232,2.417582512,61,6.106106281,25,2.502502441,1,0.1001001,2,0.2002002001
Bronx,Asian,2014,4 year June,968,849,87.70661163,828,85.5371933,97.52650452,562,58.05784988,66.19552612,266,27.4793396,31.33097839,21,2.169421434,2.473498344,88,9.090909004,29,2.995867729,1,0.1033057868,1,0.1033057868
Bronx,Asian,2013,4 year June,883,788,89.2412262,774,87.65571594,98.22335052,533,60.36240005,67.63959503,241,27.29331779,30.58375549,14,1.585503936,1.776649714,69,7.814269543,23,2.604756594,2,0.2265005708,1,0.1132502928
Bronx,Asian,2012,4 year June,981,859,87.56371307,842,85.83078766,98.02095795,542,55.24974442,63.09662247,300,30.58103943,34.92433167,17,1.732925534,1.979045391,87,8.868501663,31,3.160040855,2,0.2038736045,2,0.2038736045
Bronx,Asian,2011,4 year June,957,825,86.20689392,813,84.95298004,98.54545593,606,63.32288361,73.45454407,207,21.63009453,25.09090996,12,1.253918529,1.454545498,97,10.13584137,30,3.134796143,4,0.4179728329,1,0.1044932082
Bronx,Asian,2010,4 year June,920,781,84.89130402,772,83.91304016,98.84763336,554,60.21739197,70.93470001,218,23.69565201,27.91293144,9,0.9782608747,1.152368784,91,9.891304016,38,4.13043499,7,0.7608695626,3,0.3260869682
Bronx,Asian,2009,4 year June,952,788,82.77310944,773,81.19747925,98.09644318,560,58.82352829,71.06598663,213,22.37394905,27.03045654,15,1.575630307,1.903553247,104,10.92436981,47,4.936975002,9,0.9453781247,4,0.420168072
Bronx,Asian,2008,4 year June,889,740,83.23959351,735,82.67716217,99.32432556,558,62.76715469,75.40540314,177,19.91001129,23.91891861,5,0.5624296665,0.6756756902,105,11.81102371,30,3.374578238,11,1.237345338,3,0.3374578059
Bronx,Asian,2007,4 year June,884,760,85.97284698,726,82.12669373,95.52631378,527,59.61538315,69.34210205,199,22.51131248,26.18420982,34,3.846153736,4.473684311,80,9.04977417,34,3.846153736,5,0.5656108856,5,0.5656108856
Bronx,Asian,2006,4 year June,830,707,85.1807251,666,80.2409668,94.20085144,491,59.15662766,69.44837189,175,21.08433723,24.75247574,41,4.939759254,5.799151421,78,9.397590637,34,4.096385479,5,0.6024096608,6,0.7228915691
Bronx,Asian,2005,4 year June,753,657,87.25099945,599,79.54846954,91.17199707,459,60.95617676,69.86301422,140,18.5922966,21.30898094,58,7.702523232,8.828005791,56,7.436919212,28,3.718459606,4,0.5312085152,8,1.06241703
Bronx,Asian,2004,4 year June,748,624,83.42246246,560,74.86631012,89.74359131,421,56.28342056,67.46794891,139,18.58288765,22.27564049,64,8.556149483,10.2564106,98,13.10160446,23,3.074866295,3,0.4010695219,0,0
Bronx,Asian,2003,4 year June,672,552,82.14286041,487,72.47023773,88.22463989,382,56.84523773,69.20289612,105,15.625,19.02173996,65,9.672618866,11.77536201,82,12.20238113,35,5.208333492,2,0.2976190448,1,0.1488095224
Bronx,Asian,2002,4 year June,681,497,72.98091125,451,66.22613525,90.74446869,350,51.39500809,70.42253876,101,14.83113098,20.32193184,46,6.754772186,9.255533218,132,19.38326073,39,5.726872444,6,0.8810572624,5,0.7342143655
Bronx,Asian,2001,4 year June,638,479,75.07836914,396,62.06896591,82.67223358,314,49.21630096,65.55323792,82,12.85266495,17.11899757,84,13.16614437,17.53653526,92,14.42006302,60,9.404388428,4,0.6269592643,2,0.3134796321
Bronx,Asian,2014,5 year August,963,884,91.79647064,849,88.16199493,96.04072571,562,58.35929489,63.57466125,287,29.80270004,32.46606445,35,3.634475708,3.959275961,18,1.869158864,53,5.503634453,4,0.4153686464,4,0.4153686464
Bronx,Asian,2013,5 year August,880,810,92.04545593,790,89.77272797,97.5308609,533,60.56818008,65.80246735,257,29.20454597,31.72839546,20,2.272727251,2.469135761,28,3.181818247,36,4.090909004,5,0.5681818128,1,0.113636367
Bronx,Asian,2012,5 year August,974,892,91.58110809,866,88.91170502,97.08520508,543,55.74948502,60.87443924,323,33.16221619,36.21076202,26,2.669404507,2.91479826,33,3.388090372,40,4.106776237,8,0.8213552237,1,0.102669403
Bronx,Asian,2011,5 year August,954,860,90.1467514,846,88.679245,98.3720932,609,63.83647919,70.81395721,237,24.84276772,27.5581398,14,1.467505217,1.627906919,30,3.144654036,50,5.241090298,13,1.362683415,1,0.1048218012
Bronx,Asian,2010,5 year August,906,809,89.29360199,795,87.74834442,98.26947021,556,61.36865234,68.7268219,239,26.37969017,29.5426445,14,1.545253873,1.730531573,34,3.752759457,51,5.629138947,9,0.9933775067,3,0.3311258256
Bronx,Asian,2009,5 year August,941,837,88.94792938,811,86.18490601,96.89366913,561,59.61742783,67.02509308,250,26.56748199,29.86857796,26,2.763018131,3.106332064,37,3.931987286,54,5.738575935,9,0.9564293027,4,0.4250797033
Bronx,Asian,2008,5 year August,881,781,88.64926147,771,87.51419067,98.71958923,558,63.33711624,71.44686127,213,24.17707062,27.27272797,10,1.135073781,1.280409694,35,3.972758293,50,5.675368786,13,1.475595951,2,0.2270147502
Bronx,Asian,2007,5 year August,879,792,90.10238647,738,83.95904541,93.1818161,528,60.06826019,66.66666412,210,23.89078522,26.51515198,54,6.143344879,6.818181992,18,2.047781467,57,6.484641552,7,0.7963594794,5,0.5688282251
Bronx,Asian,2006,5 year August,839,752,89.63051605,686,81.76400757,91.22340393,497,59.23718643,66.09042358,189,22.52681732,25.13297844,66,7.86650753,8.776596069,24,2.860548258,43,5.125148773,13,1.54946363,7,0.8343265653
Bronx,Asian,2014,5 year June,963,881,91.48493958,847,87.95430756,96.14074707,562,58.35929489,63.79114532,285,29.59501648,32.34960175,34,3.53063345,3.859250784,21,2.180685282,53,5.503634453,4,0.4153686464,4,0.4153686464
Bronx,Asian,2013,5 year June,880,808,91.8181839,788,89.54545593,97.52474976,533,60.56818008,65.96534729,255,28.97727203,31.55940628,20,2.272727251,2.475247622,30,3.409090996,36,4.090909004,5,0.5681818128,1,0.113636367
Bronx,Asian,2012,5 year June,974,890,91.37577057,866,88.91170502,97.30336761,543,55.74948502,61.01123428,323,33.16221619,36.29213333,24,2.46406579,2.696629286,35,3.593429089,40,4.106776237,8,0.8213552237,1,0.102669403
Bronx,Asian,2011,5 year June,954,859,90.04193115,845,88.57442474,98.37020111,609,63.83647919,70.89639282,236,24.73794556,27.47380638,14,1.467505217,1.629802108,31,3.249475956,50,5.241090298,13,1.362683415,1,0.1048218012
Bronx,Asian,2010,5 year June,906,806,88.96247101,792,87.41722107,98.26303101,556,61.36865234,68.98262787,236,26.04856491,29.28039742,14,1.545253873,1.73697269,37,4.083885193,51,5.629138947,9,0.9933775067,3,0.3311258256
Bronx,Asian,2009,5 year June,941,832,88.4165802,807,85.75982666,96.99519348,561,59.61742783,67.42788696,246,26.14240265,29.56730843,25,2.656748056,3.004807711,42,4.463336945,54,5.738575935,9,0.9564293027,4,0.4250797033
Bronx,Asian,2008,5 year June,881,774,87.85471344,765,86.83314514,98.83721161,558,63.33711624,72.09302521,207,23.49602699,26.7441864,9,1.021566391,1.162790656,42,4.767309666,50,5.675368786,13,1.475595951,2,0.2270147502
Bronx,Asian,2007,5 year June,879,788,89.64732361,737,83.84527588,93.52791595,528,60.06826019,67.00507355,209,23.7770195,26.52284241,51,5.802047729,6.472081184,20,2.275312901,59,6.712172985,7,0.7963594794,5,0.5688282251
Bronx,Asian,2006,5 year June,839,751,89.51132202,685,81.64481354,91.2117157,497,59.23718643,66.17842865,188,22.40762901,25.03328896,66,7.86650753,8.788282394,25,2.979737759,44,5.244338512,13,1.54946363,6,0.7151370645
Bronx,Asian,2005,5 year June,764,680,89.00523376,606,79.31937408,89.11764526,462,60.47120285,67.94117737,144,18.84816742,21.1764698,74,9.685863495,10.88235283,26,3.40314126,43,5.628272057,8,1.047120452,6,0.7853403091
Bronx,Asian,2004,5 year June,750,666,88.80000305,573,76.40000153,86.03603363,424,56.53333282,63.66366196,149,19.86666679,22.37237167,93,12.39999962,13.96396446,31,4.133333206,42,5.599999905,6,0.8000000119,5,0.6666666865
Bronx,Asian,2003,5 year June,672,592,88.09523773,506,75.29762268,85.47297668,383,56.99404907,64.69594574,123,18.3035717,20.77702713,86,12.79761887,14.52702713,23,3.422619104,49,7.291666508,7,1.041666627,1,0.1488095224
Bronx,Asian,2002,5 year June,681,564,82.81938171,473,69.4566803,83.86524963,353,51.83553696,62.58865356,120,17.62114525,21.27659607,93,13.65638733,16.48936081,36,5.286343575,63,9.251101494,11,1.615271688,5,0.7342143655
Bronx,Asian,2001,5 year June,638,528,82.75862122,416,65.20375824,78.78787994,323,50.62696075,61.17424393,93,14.57680225,17.61363602,113,17.71159935,21.40151596,26,4.07523489,75,11.75548553,6,0.9404388666,2,0.3134796321
Bronx,Asian,2013,6 year June,878,812,92.48291779,791,90.09111786,97.41379547,533,60.70615005,65.64039612,258,29.3849659,31.77339935,21,2.39179945,2.586206913,21,2.39179945,38,4.328018188,5,0.569476068,2,0.2277904302
Bronx,Asian,2012,6 year June,974,896,91.99178314,868,89.11704254,96.875,543,55.74948502,60.60268021,325,33.36755753,36.27231979,28,2.874743223,3.125,24,2.46406579,42,4.312115192,8,0.8213552237,4,0.4106776118
Bronx,Asian,2011,6 year June,952,864,90.75630188,848,89.07563019,98.14814758,609,63.97058868,70.4861145,239,25.1050415,27.6620369,16,1.680672288,1.851851821,22,2.310924292,52,5.462184906,13,1.365546227,1,0.105042018
Bronx,Asian,2010,6 year June,901,812,90.12208557,798,88.56826019,98.27586365,556,61.70921326,68.47290802,242,26.85904503,29.80295563,14,1.553829074,1.724137902,22,2.441731453,54,5.993340969,9,0.9988901019,4,0.4439511597
Bronx,Asian,2009,6 year June,941,845,89.79808807,817,86.82253265,96.68639374,561,59.61742783,66.39053345,256,27.20510101,30.29585838,28,2.975557804,3.313609362,23,2.444208384,60,6.376195431,9,0.9564293027,4,0.4250797033
Bronx,Asian,2008,6 year June,881,787,89.33030701,777,88.19523621,98.72935486,558,63.33711624,70.90216064,219,24.85811615,27.82719231,10,1.135073781,1.270648003,21,2.383654833,55,6.242905617,16,1.816118002,2,0.2270147502
Bronx,Asian,2007,6 year June,877,798,90.99201965,741,84.49259186,92.85713959,528,60.20524597,66.1654129,213,24.28734398,26.69172859,57,6.499429703,7.142857075,11,1.254275918,57,6.499429703,7,0.7981755733,4,0.4561003447
Bronx,Asian,2006,6 year June,826,754,91.28329468,687,83.17191315,91.11405945,496,60.04842758,65.78249359,191,23.12348747,25.33156586,67,8.111380577,8.885941505,12,1.452784538,45,5.44794178,10,1.210653782,5,0.6053268909
Bronx,Asian,2005,6 year June,765,686,89.67320251,609,79.60784149,88.7755127,462,60.39215851,67.34693909,147,19.2156868,21.4285717,77,10.06535912,11.22449017,14,1.83006537,49,6.405228615,9,1.176470637,6,0.7843137383
Bronx,Asian,2004,6 year June,748,677,90.50801849,578,77.27272797,85.37666321,425,56.81818008,62.77695847,153,20.45454597,22.59970474,99,13.23529434,14.6233387,17,2.272727251,45,6.016042709,6,0.8021390438,3,0.4010695219
Bronx,Asian,2003,6 year June,675,600,88.8888855,507,75.1111145,84.5,383,56.74074173,63.83333206,124,18.37037086,20.66666603,93,13.77777767,15.5,13,1.92592597,50,7.407407284,6,0.8888888955,6,0.8888888955
Bronx,Asian,2002,6 year June,681,574,84.28781128,474,69.60352325,82.57839966,353,51.83553696,61.49825668,121,17.7679882,21.08013916,102,14.97797394,17.77003479,20,2.936857462,68,9.985315323,12,1.762114525,5,0.7342143655
Bronx,Asian,2001,6 year June,638,534,83.69905853,416,65.20375824,77.90261841,323,50.62696075,60.4868927,93,14.57680225,17.41572952,121,18.96551704,22.65917587,14,2.194357395,81,12.69592476,6,0.9404388666,2,0.3134796321
Bronx,Black,2015,4 year August,3643,2503,68.70710754,2117,58.11144638,84.57850647,192,5.270381451,7.670794964,1925,52.84106445,76.90770721,386,10.59566307,15.42149353,620,17.01893997,448,12.29755688,27,0.7411473989,44,1.207795739
Bronx,Black,2014,4 year August,3745,2544,67.93057251,2216,59.17222977,87.10691833,217,5.794392586,8.529873848,1999,53.37783813,78.57704163,328,8.75834465,12.89308167,742,19.81308365,394,10.52069473,17,0.4539385736,48,1.281708956
Bronx,Black,2013,4 year August,3834,2532,66.04068756,2236,58.32029343,88.30963898,207,5.399061203,8.175355911,2029,52.92123032,80.13428497,296,7.720396519,11.69036293,829,21.6223259,389,10.1460619,34,0.8868023157,42,1.095461607
Bronx,Black,2012,4 year August,3963,2581,65.12742615,2316,58.44057465,89.73265839,210,5.299015999,8.136381149,2106,53.1415596,81.59628296,265,6.686853409,10.2673378,843,21.27176476,467,11.7840023,33,0.8327025175,32,0.80746907
Bronx,Black,2011,4 year August,4188,2618,62.51194,2378,56.78128052,90.83269501,221,5.276981831,8.441558838,2157,51.50429916,82.39113617,240,5.730659008,9.167303085,994,23.7344799,478,11.41356277,59,1.408787012,30,0.716332376
Bronx,Black,2010,4 year August,4172,2516,60.30680847,2291,54.91371155,91.05723572,204,4.889740944,8.108108521,2087,50.02396774,82.9491272,225,5.393096924,8.94276619,1008,24.16107368,512,12.27229118,87,2.085330725,43,1.030680776
Bronx,Black,2009,4 year August,4600,2648,57.56521606,2425,52.71739197,91.57855225,219,4.760869503,8.270392418,2206,47.95652008,83.30815887,223,4.847826004,8.421450615,1130,24.56521797,681,14.80434799,82,1.782608747,55,1.195652127
Bronx,Black,2008,4 year August,4906,2745,55.95189667,2559,52.16061783,93.2240448,239,4.871585846,8.706739426,2320,47.28903198,84.51730347,186,3.791275978,6.775956154,1253,25.54015541,709,14.45169163,119,2.425601244,75,1.528740287
Bronx,Black,2007,4 year August,5187,2915,56.19818878,2276,43.87892914,78.0789032,243,4.684788704,8.336192131,2033,39.19413757,69.74271393,639,12.31925964,21.92109871,1241,23.9251976,784,15.11470985,114,2.197802305,119,2.294197083
Bronx,Black,2006,4 year August,5161,3071,59.5039711,2188,42.39488602,71.24715424,272,5.270296574,8.857049942,1916,37.12458801,62.39010239,883,17.10908699,28.75284958,1044,20.2286377,764,14.80333233,137,2.654524326,139,2.693276405
Bronx,Black,2005,4 year August,5048,2911,57.66640091,1835,36.35102844,63.03675842,262,5.190174103,9.000343323,1573,31.16085625,54.0364151,1076,21.31537247,36.96324158,1163,23.0388279,678,13.43106174,145,2.872424841,151,2.991283655
Bronx,Black,2015,4 year June,3643,2361,64.80921936,2015,55.31155777,85.34519196,192,5.270381451,8.132147789,1823,50.04117584,77.21304321,346,9.497666359,14.65480709,760,20.86192703,450,12.35245705,27,0.7411473989,44,1.207795739
Bronx,Black,2014,4 year June,3745,2398,64.03204346,2106,56.23498154,87.82318878,216,5.767690182,9.007506371,1890,50.46728897,78.81568146,292,7.797062874,12.17681408,888,23.71161461,394,10.52069473,17,0.4539385736,48,1.281708956
Bronx,Black,2013,4 year June,3834,2401,62.62388992,2144,55.9207077,89.29612732,205,5.346896172,8.538108826,1939,50.57381439,80.75801849,257,6.70318222,10.70387363,956,24.93479347,389,10.1460619,38,0.9911319613,42,1.095461607
Bronx,Black,2012,4 year June,3963,2479,62.55361938,2237,56.44713593,90.23799896,208,5.248548985,8.390480042,2029,51.19858551,81.84751892,242,6.10648489,9.762001038,945,23.84557152,467,11.7840023,33,0.8327025175,32,0.80746907
Bronx,Black,2011,4 year June,4188,2469,58.95415497,2267,54.13085175,91.81855011,221,5.276981831,8.950992584,2046,48.85386658,82.86756134,202,4.823304653,8.18144989,1140,27.22063065,478,11.41356277,62,1.480420232,30,0.716332376
Bronx,Black,2010,4 year June,4172,2322,55.65676117,2137,51.222435,92.0327301,197,4.721955776,8.484065056,1940,46.50048065,83.54866791,185,4.434324265,7.967269421,1201,28.78715324,512,12.27229118,88,2.109300137,43,1.030680776
Bronx,Black,2009,4 year June,4600,2421,52.63043594,2244,48.78260803,92.68897247,219,4.760869503,9.045848846,2025,44.02173996,83.64311981,177,3.847826004,7.311028481,1350,29.347826,681,14.80434799,89,1.934782624,55,1.195652127
Bronx,Black,2008,4 year June,4906,2518,51.32490921,2360,48.10436249,93.72518158,237,4.830819607,9.412232399,2123,43.27354431,84.31295013,158,3.220546246,6.274821281,1474,30.04484367,711,14.49245834,123,2.507134199,75,1.528740287
Bronx,Black,2007,4 year June,5187,2665,51.37844467,2166,41.75824356,81.27579498,241,4.646231174,9.043151855,1925,37.11201096,72.23264313,499,9.620203972,18.72420311,1482,28.5714283,795,15.32677841,117,2.255639076,115,2.21708107
Bronx,Black,2006,4 year June,5161,2850,55.22185516,2089,40.47665024,73.29824829,269,5.212168217,9.438596725,1820,35.26448441,63.85964966,761,14.74520397,26.70175362,1258,24.37512016,771,14.93896484,137,2.654524326,139,2.693276405
Bronx,Black,2005,4 year June,5048,2724,53.96196365,1771,35.08320236,65.01468658,261,5.17036438,9.581498146,1510,29.91283607,55.43318558,953,18.8787632,34.98531723,1349,26.72345543,678,13.43106174,146,2.892234564,151,2.991283655
Bronx,Black,2004,4 year June,4834,2497,51.65494537,1497,30.96814156,59.95194244,267,5.523375988,10.69283104,1230,25.444767,49.2591095,1000,20.68680191,40.04805756,1462,30.24410439,697,14.41870117,139,2.875465393,37,0.765411675
Bronx,Black,2003,4 year June,4572,2186,47.81277466,1250,27.34033203,57.18206787,228,4.986876488,10.43000889,1022,22.3534565,46.75205994,936,20.47244072,42.81793213,1461,31.95538139,737,16.1198597,122,2.6684165,58,1.268591404
Bronx,Black,2002,4 year June,3965,1717,43.3039093,945,23.83354378,55.03785706,143,3.606557369,8.328479767,802,20.22698593,46.70937729,774,19.52080727,45.07862473,1415,35.68726349,639,16.11601448,105,2.648171425,71,1.790668368
Bronx,Black,2001,4 year June,3852,1662,43.14641571,800,20.76843262,48.13477707,158,4.101765156,9.5066185,642,16.66666603,38.62815857,862,22.377985,51.86522293,1213,31.49013519,770,19.98961639,189,4.906541824,17,0.4413291812
Bronx,Black,2014,5 year August,3697,2731,73.87070465,2333,63.10522079,85.42658234,217,5.869624138,7.945807457,2116,57.2355957,77.48077393,398,10.76548576,14.57341671,228,6.167162418,617,16.68920708,69,1.866378188,52,1.406545877
Bronx,Black,2013,5 year August,3803,2748,72.25874329,2363,62.13515472,85.98980713,207,5.443071365,7.532751083,2156,56.69208527,78.45706177,385,10.12358665,14.01018906,342,8.992899895,574,15.09334755,91,2.392847776,48,1.262161493
Bronx,Black,2012,5 year August,3961,2787,70.36102295,2447,61.77732849,87.80049896,210,5.301691532,7.534983635,2237,56.47563934,80.26551819,340,8.583690643,12.19949722,400,10.0984602,652,16.46048927,86,2.171168804,28,0.7068921924
Bronx,Black,2011,5 year August,4175,2885,69.10179901,2566,61.46107864,88.94281006,222,5.31736517,7.694973946,2344,56.14371109,81.24783325,319,7.64071846,11.0571928,431,10.32335377,700,16.76646614,110,2.634730577,42,1.005988002
Bronx,Black,2010,5 year August,4130,2768,67.02178955,2475,59.92736053,89.41474152,204,4.93946743,7.369942188,2271,54.98789215,82.0447998,293,7.094430923,10.58526039,447,10.82324409,731,17.69975853,127,3.075060606,49,1.186440706
Bronx,Black,2009,5 year August,4548,2950,64.86367798,2647,58.20140839,89.72881317,219,4.815303326,7.423728943,2428,53.38610458,82.30508423,303,6.662269115,10.27118683,554,12.18117809,883,19.4151268,92,2.022867203,64,1.407212019
Bronx,Black,2008,5 year August,4833,3030,62.69397736,2778,57.47982788,91.6831665,239,4.945168495,7.887788773,2539,52.53465652,83.79537964,252,5.214152813,8.316831589,578,11.95944595,945,19.55307198,203,4.200289726,70,1.448375702
Bronx,Black,2007,5 year August,5111,3184,62.2970047,2403,47.01623917,75.47110748,244,4.774016857,7.663316727,2159,42.24222183,67.80779266,781,15.28076744,24.52889442,397,7.767560005,1222,23.90921593,193,3.776169062,107,2.093523741
Bronx,Black,2006,5 year August,5302,3368,63.52319717,2279,42.98377991,67.6662674,271,5.111278534,8.046318054,2008,37.87250137,59.61995316,1089,20.53941917,32.33372879,451,8.506223679,1093,20.61486244,250,4.715201855,129,2.433044195
Bronx,Black,2014,5 year June,3697,2710,73.30268097,2321,62.78063202,85.64575958,217,5.869624138,8.007380486,2104,56.91101074,77.63837433,389,10.52204514,14.35424328,244,6.599946022,622,16.82445145,69,1.866378188,52,1.406545877
Bronx,Black,2013,5 year June,3803,2719,71.4961853,2347,61.71443558,86.3184967,207,5.443071365,7.613092899,2140,56.27136612,78.70540619,372,9.781751633,13.68150043,371,9.755455971,574,15.09334755,91,2.392847776,48,1.262161493
Bronx,Black,2012,5 year June,3961,2760,69.67937469,2434,61.4491272,88.1884079,210,5.301691532,7.608695507,2224,56.14743805,80.57971191,326,8.230244637,11.81159401,426,10.75485992,653,16.48573685,86,2.171168804,28,0.7068921924
Bronx,Black,2011,5 year June,4175,2847,68.19161987,2538,60.79042053,89.14646912,222,5.31736517,7.797681808,2316,55.47305298,81.3487854,309,7.401197433,10.85352993,469,11.23353291,700,16.76646614,110,2.634730577,42,1.005988002
Bronx,Black,2010,5 year June,4130,2724,65.95641327,2445,59.2009697,89.75770569,204,4.93946743,7.488986969,2241,54.26150131,82.26872253,279,6.755447865,10.24228954,490,11.86440659,731,17.69975853,128,3.099273682,49,1.186440706
Bronx,Black,2009,5 year June,4548,2880,63.32453918,2591,56.97009659,89.96527863,219,4.815303326,7.604166508,2372,52.15479279,82.3611145,289,6.354441643,10.03472233,622,13.67634106,884,19.43711472,93,2.044854879,64,1.407212019
Bronx,Black,2008,5 year June,4833,2975,61.55596924,2739,56.67287445,92.06723022,239,4.945168495,8.033613205,2500,51.72770691,84.03361511,236,4.883095264,7.932773113,630,13.03538132,947,19.59445572,204,4.220980644,70,1.448375702
Bronx,Black,2007,5 year June,5111,3133,61.29916,2384,46.6444931,76.09320068,244,4.774016857,7.788062572,2140,41.87047577,68.30513763,749,14.65466595,23.90679932,434,8.49148941,1234,24.14400291,195,3.815300226,107,2.093523741
Bronx,Black,2006,5 year June,5302,3301,62.2595253,2262,42.66314697,68.52468872,271,5.111278534,8.209633827,1991,37.55186844,60.31505585,1039,19.59637833,31.47531128,494,9.317238808,1118,21.08638191,250,4.715201855,127,2.395322561
Bronx,Black,2005,5 year June,5125,3192,62.28292847,1919,37.44390106,60.11904907,264,5.151219368,8.270676613,1655,32.29268265,51.8483696,1273,24.83902359,39.88095093,525,10.24390221,1017,19.84390259,229,4.468292713,155,3.024390221
Bronx,Black,2004,5 year June,4878,2986,61.2136116,1618,33.1693306,54.186203,272,5.576055527,9.109175682,1346,27.59327507,45.07702637,1368,28.04428101,45.813797,568,11.6441164,930,19.06519127,235,4.817548275,157,3.218532085
Bronx,Black,2003,5 year June,4572,2629,57.50218582,1355,29.63692093,51.54050827,230,5.030621052,8.748573303,1125,24.60629845,42.79193497,1274,27.8652668,48.45949173,680,14.87314129,961,21.01924706,225,4.92125988,69,1.509186387
Bronx,Black,2002,5 year June,3965,2137,53.896595,1042,26.27994919,48.75994492,151,3.808322906,7.065980434,891,22.47162628,41.6939621,1110,27.99495506,51.94197464,596,15.03152561,952,24.01008797,188,4.74148798,72,1.815889001
Bronx,Black,2001,5 year June,3852,2037,52.8816185,868,22.53374863,42.61168289,163,4.23156786,8.001963615,705,18.30218124,34.60971832,1170,30.3738327,57.43740845,492,12.77258587,1029,26.71339607,275,7.139148712,17,0.4413291812
Bronx,Black,2013,6 year June,3772,2813,74.57582092,2391,63.38812256,84.99822235,207,5.48780489,7.358691692,2184,57.90031815,77.639534,422,11.18769836,15.00177765,182,4.825026512,643,17.04665947,97,2.571580172,37,0.9809119701
Bronx,Black,2012,6 year June,3956,2891,73.07886505,2510,63.44792557,86.82116699,210,5.308392525,7.263922691,2300,58.139534,79.55724335,381,9.630940437,13.1788311,233,5.889787674,711,17.97270012,90,2.275025368,29,0.7330636978
Bronx,Black,2011,6 year June,4200,2972,70.76190186,2620,62.38095093,88.1561203,222,5.285714149,7.469717503,2398,57.09523773,80.686409,352,8.380952835,11.84387589,315,7.5,745,17.73809433,114,2.714285612,49,1.166666627
Bronx,Black,2010,6 year June,4095,2874,70.18315125,2549,62.24664307,88.69171906,204,4.981685162,7.098121166,2345,57.26495743,81.59359741,325,7.936507702,11.30828094,269,6.568986416,769,18.77899933,128,3.125763178,48,1.172161222
Bronx,Black,2009,6 year June,4526,3051,67.41051483,2722,60.14140701,89.21665192,219,4.838709831,7.177974224,2503,55.30269623,82.0386734,329,7.269111633,10.78334999,341,7.534246445,970,21.43172836,96,2.121078253,62,1.369863033
Bronx,Black,2008,6 year June,4821,3149,65.31839752,2862,59.36527634,90.88599396,239,4.95747757,7.589711189,2623,54.40779877,83.29628754,287,5.953121662,9.114004135,320,6.637627125,1018,21.11595154,272,5.641983032,57,1.182327271
