Borough,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
District 79,Black,2004,4 year June,116,27,23.27586174,7,6.034482956,25.92592621,0,0,0,7,6.034482956,25.92592621,20,17.24137878,74.07407379,52,44.82758713,37,31.89655113,0,0,0,0
District 79,Black,2003,4 year June,871,202,23.19173431,72,8.266360283,35.64356613,2,0.2296211272,0.9900990129,70,8.036739349,34.65346527,130,14.92537308,64.35643768,212,24.33983994,430,49.36854172,25,2.870264053,2,0.2296211272
District 79,Black,2002,4 year June,2391,182,7.611877918,30,1.254705191,16.48351669,1,0.0418235064,0.5494505763,29,1.212881684,15.93406582,152,6.357172966,83.51648712,926,38.72856522,1250,52.2793808,31,1.296528697,2,0.0836470127
District 79,Black,2001,4 year June,3975,220,5.534591198,9,0.2264150977,4.090909004,0,0,0,9,0.2264150977,4.090909004,211,5.308176041,95.90908813,1595,40.12578583,2107,53.00629044,51,1.283018827,2,0.0503144637
District 79,Black,2005,5 year June,25,2,8,1,4,50,0,0,0,1,4,50,1,4,50,11,44,11,44,0,0,1,4
District 79,Black,2004,5 year June,105,27,25.7142849,7,6.666666508,25.92592621,0,0,0,7,6.666666508,25.92592621,20,19.04761887,74.07407379,35,33.33333206,42,40,0,0,1,0.9523809552
District 79,Black,2003,5 year June,871,202,23.19173431,72,8.266360283,35.64356613,2,0.2296211272,0.9900990129,70,8.036739349,34.65346527,130,14.92537308,64.35643768,212,24.33983994,430,49.36854172,25,2.870264053,2,0.2296211272
District 79,Black,2002,5 year June,2391,566,23.67210388,101,4.224174023,17.84452248,1,0.0418235064,0.1766784489,100,4.182350636,17.66784477,467,19.53157616,82.50883484,267,11.16687584,1516,63.4044342,40,1.672940135,2,0.0836470127
District 79,Black,2001,5 year June,3975,544,13.68553352,43,1.081761003,7.904411793,0,0,0,43,1.081761003,7.904411793,501,12.60377312,92.09558868,1066,26.81760979,2302,57.91194916,61,1.534591198,2,0.0503144637
District 79,Black,2004,6 year June,121,27,22.31404877,7,5.785123825,25.92592621,0,0,0,7,5.785123825,25.92592621,20,16.52892494,74.07407379,49,40.49586868,45,37.19008255,0,0,0,0
District 79,Black,2003,6 year June,861,202,23.461092,72,8.362369537,35.64356613,2,0.2322880328,0.9900990129,70,8.130081177,34.65346527,130,15.09872246,64.35643768,203,23.57723618,426,49.47735214,25,2.903600454,5,0.580720067
District 79,Black,2002,6 year June,2391,566,23.67210388,101,4.224174023,17.84452248,1,0.0418235064,0.1766784489,100,4.182350636,17.66784477,467,19.53157616,82.50883484,267,11.16687584,1516,63.4044342,40,1.672940135,2,0.0836470127
District 79,Black,2001,6 year June,3975,759,19.09433937,75,1.886792421,9.881422997,0,0,0,75,1.886792421,9.881422997,688,17.30817604,90.64558411,698,17.5597477,2444,61.48427582,72,1.811320782,2,0.0503144637
District 79,Hispanic,2006,4 year August,5,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Hispanic,2005,4 year August,20,0,0,0,0,,0,0,,0,0,,0,0,,4,20,15,75,0,0,1,5
District 79,Hispanic,2006,4 year June,5,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Hispanic,2005,4 year June,20,0,0,0,0,,0,0,,0,0,,0,0,,4,20,15,75,0,0,1,5
District 79,Hispanic,2004,4 year June,104,20,19.23077011,8,7.692307472,40,0,0,0,8,7.692307472,40,12,11.53846169,60,31,29.80769157,50,48.07692337,3,2.884615421,0,0
District 79,Hispanic,2003,4 year June,1072,254,23.69403076,86,8.022388458,33.85826874,3,0.2798507512,1.181102395,83,7.742537498,32.67716599,168,15.67164135,66.14173126,237,22.10820961,567,52.8917923,12,1.119403005,2,0.1865671575
District 79,Hispanic,2002,4 year June,2419,192,7.937164307,38,1.570897102,19.79166603,4,0.1653575897,2.083333254,34,1.405539513,17.70833397,154,6.366267204,80.20833588,783,32.36874771,1423,58.82596207,18,0.7441091537,3,0.1240181923
District 79,Hispanic,2001,4 year June,3669,195,5.314799786,9,0.2452984452,4.615384579,1,0.0272553824,0.5128205419,8,0.2180430591,4.102564335,187,5.096756458,95.89743805,1273,34.69610214,2160,58.87162781,36,0.9811937809,4,0.1090215296
District 79,Hispanic,2005,5 year June,22,0,0,0,0,,0,0,,0,0,,0,0,,5,22.72727203,17,77.27272797,0,0,0,0
District 79,Hispanic,2004,5 year June,95,20,21.05263138,8,8.421052933,40,0,0,0,8,8.421052933,40,12,12.6315794,60,22,23.15789413,50,52.63158035,3,3.15789485,0,0
District 79,Hispanic,2003,5 year June,1072,254,23.69403076,86,8.022388458,33.85826874,3,0.2798507512,1.181102395,83,7.742537498,32.67716599,168,15.67164135,66.14173126,237,22.10820961,567,52.8917923,12,1.119403005,2,0.1865671575
District 79,Hispanic,2002,5 year June,2419,512,21.16577148,110,4.547333717,21.484375,4,0.1653575897,0.78125,106,4.381976128,20.703125,405,16.74245644,79.1015625,244,10.08681297,1633,67.50723267,27,1.116163731,3,0.1240181923
District 79,Hispanic,2001,5 year June,3669,439,11.96511269,35,0.9539384246,7.97266531,3,0.0817661509,0.6833713055,32,0.8721722364,7.289293766,406,11.06568527,92.48291779,859,23.4123745,2320,63.23248672,46,1.253747582,4,0.1090215296
District 79,Hispanic,2004,6 year June,108,20,18.51851845,8,7.407407284,40,0,0,0,8,7.407407284,40,12,11.11111069,60,34,31.48148155,51,47.22222137,3,2.777777672,0,0
District 79,Hispanic,2003,6 year June,1067,254,23.80506134,86,8.059981346,33.85826874,3,0.2811621428,1.181102395,83,7.778819084,32.67716599,168,15.74507999,66.14173126,233,21.83692551,564,52.858482359999996,12,1.124648571,4,0.3748828471
District 79,Hispanic,2002,6 year June,2419,512,21.16577148,110,4.547333717,21.484375,4,0.1653575897,0.78125,106,4.381976128,20.703125,405,16.74245644,79.1015625,244,10.08681297,1633,67.50723267,27,1.116163731,3,0.1240181923
District 79,Hispanic,2001,6 year June,3669,597,16.27146339,65,1.771599889,10.88777256,4,0.1090215296,0.6700167656,61,1.662578344,10.21775532,536,14.60888481,89.78224182,558,15.20850372,2452,66.8302002,57,1.5535568,4,0.1090215296
District 79,Multi-Racial,2004,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Multi-Racial,2003,4 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Multi-Racial,2002,4 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Multi-Racial,2004,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Multi-Racial,2003,5 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Multi-Racial,2002,5 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Multi-Racial,2004,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Multi-Racial,2003,6 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Multi-Racial,2002,6 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2005,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2005,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2004,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2003,4 year June,8,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2002,4 year June,33,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2001,4 year June,27,0,0,0,0,,0,0,,0,0,,0,0,,10,37.0370369,17,62.9629631,0,0,0,0
District 79,Native American,2005,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2004,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2003,5 year June,8,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2002,5 year June,33,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2001,5 year June,27,3,11.11111069,1,3.703703642,33.33333206,0,0,0,1,3.703703642,33.33333206,2,7.407407284,66.66666412,6,22.22222137,18,66.66666412,0,0,0,0
District 79,Native American,2004,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2003,6 year June,8,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2002,6 year June,33,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,Native American,2001,6 year June,27,3,11.11111069,1,3.703703642,33.33333206,0,0,0,1,3.703703642,33.33333206,2,7.407407284,66.66666412,6,22.22222137,18,66.66666412,0,0,0,0
District 79,White,2005,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,White,2005,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,White,2004,4 year June,13,4,30.76922989,2,15.38461494,50,0,0,0,2,15.38461494,50,2,15.38461494,50,4,30.76922989,5,38.46154022,0,0,0,0
District 79,White,2003,4 year June,187,77,41.17647171,36,19.25133705,46.75324631,2,1.069518685,2.597402573,34,18.18181801,44.15584564,41,21.92513275,53.24675369,22,11.76470566,86,45.98930359,2,1.069518685,0,0
District 79,White,2002,4 year June,450,68,15.11111069,5,1.111111164,7.352941036,0,0,0,5,1.111111164,7.352941036,63,14,92.64705658,115,25.55555534,265,58.88888931,2,0.4444444478,0,0
District 79,White,2001,4 year June,890,82,9.213482857,3,0.3370786607,3.658536673,0,0,0,3,0.3370786607,3.658536673,79,8.876404762,96.34146118,162,18.20224762,640,71.91011047,6,0.6741573215,0,0
District 79,White,2005,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
District 79,White,2004,5 year June,13,4,30.76922989,2,15.38461494,50,0,0,0,2,15.38461494,50,2,15.38461494,50,4,30.76922989,5,38.46154022,0,0,0,0
District 79,White,2003,5 year June,187,77,41.17647171,36,19.25133705,46.75324631,2,1.069518685,2.597402573,34,18.18181801,44.15584564,41,21.92513275,53.24675369,22,11.76470566,86,45.98930359,2,1.069518685,0,0
District 79,White,2002,5 year June,450,128,28.44444466,21,4.666666508,16.40625,0,0,0,21,4.666666508,16.40625,107,23.77777863,83.59375,28,6.222222328,292,64.8888855,2,0.4444444478,0,0
District 79,White,2001,5 year June,890,135,15.16853905,7,0.7865168452,5.185184956,1,0.1123595536,0.7407407165,6,0.6741573215,4.444444656,128,14.38202286,94.81481171,89,10,659,74.04494476,6,0.6741573215,0,0
District 79,White,2004,6 year June,17,4,23.52941132,2,11.76470566,50,0,0,0,2,11.76470566,50,2,11.76470566,50,8,47.05882263,5,29.41176414,0,0,0,0
District 79,White,2003,6 year June,186,77,41.39785004,36,19.35483932,46.75324631,2,1.075268865,2.597402573,34,18.27956963,44.15584564,41,22.04301071,53.24675369,21,11.2903223,86,46.23656082,2,1.075268865,0,0
District 79,White,2002,6 year June,450,128,28.44444466,21,4.666666508,16.40625,0,0,0,21,4.666666508,16.40625,107,23.77777863,83.59375,28,6.222222328,292,64.8888855,2,0.4444444478,0,0
District 79,White,2001,6 year June,890,163,18.31460762,15,1.685393214,9.202453613,1,0.1123595536,0.6134969592,14,1.57303369,8.588956833,149,16.74157333,91.41104126,51,5.730337143,669,75.16854095,6,0.6741573215,0,0
Manhattan,Asian,2015,4 year August,2263,2038,90.05744934,2011,88.86434174,98.6751709,1263,55.81087112,61.97252274,748,33.05347061,36.70264816,27,1.193106532,1.324828267,133,5.87715435,86,3.800265074,0,0,6,0.2651347816
Manhattan,Asian,2014,4 year August,2325,2101,90.36559296,2076,89.29032135,98.81008911,1423,61.20429993,67.7296524,653,28.08602142,31.08043861,25,1.075268865,1.189909577,139,5.978494644,79,3.39784956,1,0.0430107526,5,0.215053767
Manhattan,Asian,2013,4 year August,2308,2035,88.17157745,2009,87.0450592,98.7223587,1384,59.96533966,68.00982666,625,27.07972336,30.71253014,26,1.126516461,1.277641296,165,7.149046898,99,4.289428234,3,0.1299826652,6,0.2599653304
Manhattan,Asian,2012,4 year August,2334,2052,87.91773987,2029,86.93230438,98.87914276,1295,55.48414612,63.10916138,734,31.44815826,35.76998138,23,0.985432744,1.120857716,178,7.626392365,93,3.984575748,6,0.2570694089,4,0.1713796109
Manhattan,Asian,2011,4 year August,2390,2071,86.65271759,2055,85.98326111,99.22742462,1290,53.97489548,62.28874969,765,32.008369450000004,36.93867874,16,0.6694560647,0.7725736499,207,8.66108799,105,4.393305302,1,0.041841004,5,0.2092050165
Manhattan,Asian,2010,4 year August,2511,2086,83.07447052,2067,82.31780243,99.08916473,1276,50.81640625,61.16970444,791,31.50139427,37.91946411,19,0.7566706538,0.9108341336,254,10.11549187,167,6.650736809,0,0,3,0.1194743067
Manhattan,Asian,2009,4 year August,2316,1907,82.34024048,1892,81.69257355,99.21342468,1215,52.46113968,63.71263885,677,29.23143387,35.50078583,15,0.6476684213,0.7865757942,248,10.70811653,153,6.606217384,3,0.1295336783,5,0.2158894688
Manhattan,Asian,2008,4 year August,2331,1970,84.51308441,1956,83.91248322,99.28933716,1241,53.23895264,62.99492264,715,30.67353058,36.29441452,14,0.6006006002,0.7106599212,199,8.537108421,148,6.349206448,7,0.3003003001,6,0.2574002445
Manhattan,Asian,2007,4 year August,2201,1866,84.77964783,1795,81.55384064,96.19506836,1206,54.79327393,64.63022614,589,26.7605629,31.56484413,71,3.225806475,3.804930449,207,9.404815674,110,4.997728348,3,0.1363016814,13,0.5906406045
Manhattan,Asian,2006,4 year August,2113,1767,83.62517548,1679,79.46047974,95.01980591,1121,53.0525322,63.44086075,558,26.40795135,31.57894707,88,4.164694786,4.980192184,211,9.98580265,114,5.395172596,7,0.3312825263,14,0.6625650525
Manhattan,Asian,2005,4 year August,2073,1755,84.65991211,1604,77.37578583,91.39601135,1076,51.90545273,61.31054306,528,25.4703331,30.0854702,151,7.284129143,8.603988647,203,9.792571068,93,4.486251831,4,0.1929570735,18,0.8683068156
Manhattan,Asian,2015,4 year June,2263,1999,88.3340683,1974,87.2293396,98.74937439,1248,55.14803314,62.43121719,726,32.08130646,36.3181572,25,1.104728222,1.250625372,172,7.600530148,86,3.800265074,0,0,6,0.2651347816
Manhattan,Asian,2014,4 year June,2325,2059,88.55914307,2037,87.61289978,98.93151855,1410,60.64516068,68.47984314,627,26.96774101,30.45167542,22,0.9462365508,1.068479896,181,7.784946442,79,3.39784956,1,0.0430107526,5,0.215053767
Manhattan,Asian,2013,4 year June,2308,1985,86.00519562,1960,84.92201233,98.74055481,1368,59.27209854,68.91687775,592,25.64991379,29.82367706,25,1.083188891,1.259445786,215,9.315424919,99,4.289428234,3,0.1299826652,6,0.2599653304
Manhattan,Asian,2012,4 year June,2334,2016,86.37532043,1993,85.38988495,98.85912323,1285,55.05569839,63.74007797,708,30.33419037,35.11904907,23,0.985432744,1.140873075,214,9.168808937,93,3.984575748,6,0.2570694089,4,0.1713796109
Manhattan,Asian,2011,4 year June,2390,2018,84.43515015,2004,83.84937286,99.3062439,1275,53.34727859,63.18136597,729,30.50209236,36.12487793,14,0.5857740641,0.6937562227,260,10.87866116,105,4.393305302,1,0.041841004,5,0.2092050165
Manhattan,Asian,2010,4 year June,2511,2027,80.72480774,2011,80.08761597,99.21065521,1262,50.25886154,62.2594986,749,29.82875443,36.95116043,16,0.637196362,0.7893438339,313,12.46515369,167,6.650736809,0,0,3,0.1194743067
Manhattan,Asian,2009,4 year June,2316,1853,80.00863647,1842,79.53367615,99.40636444,1200,51.81347275,64.75984955,642,27.72020721,34.64651871,11,0.4749568105,0.5936319232,302,13.0397234,153,6.606217384,3,0.1295336783,5,0.2158894688
Manhattan,Asian,2008,4 year June,2331,1916,82.1964798,1904,81.68167877,99.37369537,1234,52.93865204,64.40501404,670,28.74302864,34.96868515,12,0.5148004889,0.6263048053,253,10.85371113,148,6.349206448,7,0.3003003001,6,0.2574002445
Manhattan,Asian,2007,4 year June,2201,1801,81.8264389,1742,79.14584351,96.7240448,1195,54.29350281,66.35202789,547,24.8523407,30.372015,59,2.680599689,3.275957823,272,12.35801888,110,4.997728348,3,0.1363016814,13,0.5906406045
Manhattan,Asian,2006,4 year June,2113,1739,82.30004883,1658,78.46663666,95.34214783,1119,52.95787811,64.34732819,539,25.50875473,30.99482536,81,3.83341217,4.657849312,238,11.26360607,115,5.442498684,7,0.3312825263,14,0.6625650525
Manhattan,Asian,2005,4 year June,2073,1697,81.86203766,1568,75.63916779,92.39835358,1062,51.23010254,62.58102417,506,24.40906906,29.81732559,129,6.222865582,7.601649761,261,12.59044838,93,4.486251831,4,0.1929570735,18,0.8683068156
